# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| mp4         | dvvideo     | roq_dpcm    | enc_failed  |
| mp4         | dvvideo     | sonic       | enc_failed  |
| mp4         | dvvideo     | sonicls     | enc_failed  |
| mp4         | dvvideo     | vorbis      | enc_failed  |
| mp4         | dvvideo     | wmav1       | enc_failed  |
| mp4         | dvvideo     | wmav2       | enc_failed  |
| mp4         | ffv1        | aac         | enc_failed  |
| mp4         | ffv1        | ac3         | enc_failed  |
| mp4         | ffv1        | flac        | enc_failed  |
| mp4         | ffv1        | g726        | enc_failed  |
| mp4         | ffv1        | libamr_nb   | enc_failed  |
| mp4         | ffv1        | libamr_wb   | enc_failed  |
| mp4         | ffv1        | mp2         | enc_failed  |
| mp4         | ffv1        | mp3         | enc_failed  |
| mp4         | ffv1        | roq_dpcm    | enc_failed  |
| mp4         | ffv1        | sonic       | enc_failed  |
| mp4         | ffv1        | sonicls     | enc_failed  |
| mp4         | ffv1        | vorbis      | enc_failed  |
| mp4         | ffv1        | wmav1       | enc_failed  |
| mp4         | ffv1        | wmav2       | enc_failed  |
| mp4         | flv         | aac         | enc_failed  |
| mp4         | flv         | ac3         | enc_failed  |
| mp4         | flv         | flac        | enc_failed  |
| mp4         | flv         | g726        | enc_failed  |
| mp4         | flv         | libamr_nb   | enc_failed  |
| mp4         | flv         | libamr_wb   | enc_failed  |
| mp4         | flv         | mp2         | enc_failed  |
| mp4         | flv         | mp3         | enc_failed  |
| mp4         | flv         | roq_dpcm    | enc_failed  |
| mp4         | flv         | sonic       | enc_failed  |
| mp4         | flv         | sonicls     | enc_failed  |
| mp4         | flv         | vorbis      | enc_failed  |
| mp4         | flv         | wmav1       | enc_failed  |
| mp4         | flv         | wmav2       | enc_failed  |
| mp4         | h261        | aac         | enc_failed  |
| mp4         | h261        | ac3         | enc_failed  |
| mp4         | h261        | flac        | enc_failed  |
| mp4         | h261        | g726        | enc_failed  |
| mp4         | h261        | libamr_nb   | enc_failed  |
| mp4         | h261        | libamr_wb   | enc_failed  |
| mp4         | h261        | mp2         | enc_failed  |
| mp4         | h261        | mp3         | enc_failed  |
| mp4         | h261        | roq_dpcm    | enc_failed  |
| mp4         | h261        | sonic       | enc_failed  |
| mp4         | h261        | sonicls     | enc_failed  |
| mp4         | h261        | vorbis      | enc_failed  |
| mp4         | h261        | wmav1       | enc_failed  |
| mp4         | h261        | wmav2       | enc_failed  |
| mp4         | h263        | aac         | enc_failed  |
| mp4         | h263        | ac3         | enc_failed  |
| mp4         | h263        | flac        | enc_failed  |
| mp4         | h263        | g726        | enc_failed  |
| mp4         | h263        | libamr_nb   | enc_failed  |
| mp4         | h263        | libamr_wb   | enc_failed  |
| mp4         | h263        | mp2         | enc_failed  |
| mp4         | h263        | mp3         | enc_failed  |
| mp4         | h263        | roq_dpcm    | enc_failed  |
| mp4         | h263        | sonic       | enc_failed  |
| mp4         | h263        | sonicls     | enc_failed  |
| mp4         | h263        | vorbis      | enc_failed  |
| mp4         | h263        | wmav1       | enc_failed  |
| mp4         | h263        | wmav2       | enc_failed  |
| mp4         | h263p       | aac         | enc_failed  |
| mp4         | h263p       | ac3         | enc_failed  |
| mp4         | h263p       | flac        | enc_failed  |
| mp4         | h263p       | g726        | enc_failed  |
| mp4         | h263p       | libamr_nb   | enc_failed  |
| mp4         | h263p       | libamr_wb   | enc_failed  |
| mp4         | h263p       | mp2         | enc_failed  |
| mp4         | h263p       | mp3         | enc_failed  |
| mp4         | h263p       | roq_dpcm    | enc_failed  |
| mp4         | h263p       | sonic       | enc_failed  |
| mp4         | h263p       | sonicls     | enc_failed  |
| mp4         | h263p       | vorbis      | enc_failed  |
| mp4         | h263p       | wmav1       | enc_failed  |
| mp4         | h263p       | wmav2       | enc_failed  |
| mp4         | h264        | aac         | ok          |
| mp4         | h264        | ac3         | enc_failed  |
| mp4         | h264        | flac        | enc_failed  |
| mp4         | h264        | g726        | enc_failed  |
| mp4         | h264        | libamr_nb   | enc_failed  |
| mp4         | h264        | libamr_wb   | enc_failed  |
| mp4         | h264        | mp2         | ok          |
| mp4         | h264        | mp3         | ok          |
| mp4         | h264        | roq_dpcm    | enc_failed  |
| mp4         | h264        | sonic       | enc_failed  |
| mp4         | h264        | sonicls     | enc_failed  |
| mp4         | h264        | vorbis      | enc_failed  |
| mp4         | h264        | wmav1       | enc_failed  |
| mp4         | h264        | wmav2       | enc_failed  |
| mp4         | huffyuv     | aac         | enc_failed  |
| mp4         | huffyuv     | ac3         | enc_failed  |
| mp4         | huffyuv     | flac        | enc_failed  |
| mp4         | huffyuv     | g726        | enc_failed  |
| mp4         | huffyuv     | libamr_nb   | enc_failed  |
| mp4         | huffyuv     | libamr_wb   | enc_failed  |
| mp4         | huffyuv     | mp2         | enc_failed  |
| mp4         | huffyuv     | mp3         | enc_failed  |
| mp4         | huffyuv     | roq_dpcm    | enc_failed  |
| mp4         | huffyuv     | sonic       | enc_failed  |
| mp4         | huffyuv     | sonicls     | enc_failed  |
| mp4         | huffyuv     | vorbis      | enc_failed  |
| mp4         | huffyuv     | wmav1       | enc_failed  |
| mp4         | huffyuv     | wmav2       | enc_failed  |
| mp4         | libtheora   | aac         | enc_failed  |
| mp4         | libtheora   | ac3         | enc_failed  |
| mp4         | libtheora   | flac        | enc_failed  |
| mp4         | libtheora   | g726        | enc_failed  |
| mp4         | libtheora   | libamr_nb   | enc_failed  |
| mp4         | libtheora   | libamr_wb   | enc_failed  |
| mp4         | libtheora   | mp2         | enc_failed  |
| mp4         | libtheora   | mp3         | enc_failed  |
| mp4         | libtheora   | roq_dpcm    | enc_failed  |
| mp4         | libtheora   | sonic       | enc_failed  |
| mp4         | libtheora   | sonicls     | enc_failed  |
| mp4         | libtheora   | vorbis      | enc_failed  |
| mp4         | libtheora   | wmav1       | enc_failed  |
| mp4         | libtheora   | wmav2       | enc_failed  |
| mp4         | ljpeg       | aac         | enc_failed  |
| mp4         | ljpeg       | ac3         | enc_failed  |
| mp4         | ljpeg       | flac        | enc_failed  |
| mp4         | ljpeg       | g726        | enc_failed  |
| mp4         | ljpeg       | libamr_nb   | enc_failed  |
| mp4         | ljpeg       | libamr_wb   | enc_failed  |
| mp4         | ljpeg       | mp2         | enc_failed  |
| mp4         | ljpeg       | mp3         | enc_failed  |
| mp4         | ljpeg       | roq_dpcm    | enc_failed  |
| mp4         | ljpeg       | sonic       | enc_failed  |
| mp4         | ljpeg       | sonicls     | enc_failed  |
| mp4         | ljpeg       | vorbis      | enc_failed  |
| mp4         | ljpeg       | wmav1       | enc_failed  |
| mp4         | ljpeg       | wmav2       | enc_failed  |
| mp4         | mjpeg       | aac         | enc_failed  |
| mp4         | mjpeg       | ac3         | enc_failed  |
| mp4         | mjpeg       | flac        | enc_failed  |
| mp4         | mjpeg       | g726        | enc_failed  |
| mp4         | mjpeg       | libamr_nb   | enc_failed  |
| mp4         | mjpeg       | libamr_wb   | enc_failed  |
| mp4         | mjpeg       | mp2         | enc_failed  |
| mp4         | mjpeg       | mp3         | enc_failed  |
| mp4         | mjpeg       | roq_dpcm    | enc_failed  |
| mp4         | mjpeg       | sonic       | enc_failed  |
| mp4         | mjpeg       | sonicls     | enc_failed  |
| mp4         | mjpeg       | vorbis      | enc_failed  |
| mp4         | mjpeg       | wmav1       | enc_failed  |
| mp4         | mjpeg       | wmav2       | enc_failed  |
| mp4         | mpeg1video  | aac         | enc_failed  |
| mp4         | mpeg1video  | ac3         | enc_failed  |
| mp4         | mpeg1video  | flac        | enc_failed  |
| mp4         | mpeg1video  | g726        | enc_failed  |
| mp4         | mpeg1video  | libamr_nb   | enc_failed  |
| mp4         | mpeg1video  | libamr_wb   | enc_failed  |
| mp4         | mpeg1video  | mp2         | enc_failed  |
| mp4         | mpeg1video  | mp3         | enc_failed  |
| mp4         | mpeg1video  | roq_dpcm    | enc_failed  |
| mp4         | mpeg1video  | sonic       | enc_failed  |
| mp4         | mpeg1video  | sonicls     | enc_failed  |
| mp4         | mpeg1video  | vorbis      | enc_failed  |
| mp4         | mpeg1video  | wmav1       | enc_failed  |
| mp4         | mpeg1video  | wmav2       | enc_failed  |
| mp4         | mpeg2video  | aac         | enc_failed  |
| mp4         | mpeg2video  | ac3         | enc_failed  |
| mp4         | mpeg2video  | flac        | enc_failed  |
| mp4         | mpeg2video  | g726        | enc_failed  |
| mp4         | mpeg2video  | libamr_nb   | enc_failed  |
| mp4         | mpeg2video  | libamr_wb   | enc_failed  |
| mp4         | mpeg2video  | mp2         | enc_failed  |
| mp4         | mpeg2video  | mp3         | enc_failed  |
| mp4         | mpeg2video  | roq_dpcm    | enc_failed  |
| mp4         | mpeg2video  | sonic       | enc_failed  |
| mp4         | mpeg2video  | sonicls     | enc_failed  |
| mp4         | mpeg2video  | vorbis      | enc_failed  |
| mp4         | mpeg2video  | wmav1       | enc_failed  |
| mp4         | mpeg2video  | wmav2       | enc_failed  |
| mp4         | mpeg4       | aac         | enc_failed  |
| mp4         | mpeg4       | ac3         | enc_failed  |
| mp4         | mpeg4       | flac        | enc_failed  |
| mp4         | mpeg4       | g726        | enc_failed  |
| mp4         | mpeg4       | libamr_nb   | enc_failed  |
| mp4         | mpeg4       | libamr_wb   | enc_failed  |
| mp4         | mpeg4       | mp2         | enc_failed  |
| mp4         | mpeg4       | mp3         | enc_failed  |
| mp4         | mpeg4       | roq_dpcm    | enc_failed  |
| mp4         | mpeg4       | sonic       | enc_failed  |
| mp4         | mpeg4       | sonicls     | enc_failed  |
| mp4         | mpeg4       | vorbis      | enc_failed  |
| mp4         | mpeg4       | wmav1       | enc_failed  |
| mp4         | mpeg4       | wmav2       | enc_failed  |
| mp4         | msmpeg4     | aac         | enc_failed  |
| mp4         | msmpeg4     | ac3         | enc_failed  |
| mp4         | msmpeg4     | flac        | enc_failed  |
| mp4         | msmpeg4     | g726        | enc_failed  |
| mp4         | msmpeg4     | libamr_nb   | enc_failed  |
| mp4         | msmpeg4     | libamr_wb   | enc_failed  |
| mp4         | msmpeg4     | mp2         | enc_failed  |
| mp4         | msmpeg4     | mp3         | enc_failed  |
| mp4         | msmpeg4     | roq_dpcm    | enc_failed  |
| mp4         | msmpeg4     | sonic       | enc_failed  |
| mp4         | msmpeg4     | sonicls     | enc_failed  |
| mp4         | msmpeg4     | vorbis      | enc_failed  |
| mp4         | msmpeg4     | wmav1       | enc_failed  |
| mp4         | msmpeg4     | wmav2       | enc_failed  |
| mp4         | msmpeg4v2   | aac         | enc_failed  |
| mp4         | msmpeg4v2   | ac3         | enc_failed  |
| mp4         | msmpeg4v2   | flac        | enc_failed  |
| mp4         | msmpeg4v2   | g726        | enc_failed  |
| mp4         | msmpeg4v2   | libamr_nb   | enc_failed  |
| mp4         | msmpeg4v2   | libamr_wb   | enc_failed  |
| mp4         | msmpeg4v2   | mp2         | enc_failed  |
| mp4         | msmpeg4v2   | mp3         | enc_failed  |
| mp4         | msmpeg4v2   | roq_dpcm    | enc_failed  |
| mp4         | msmpeg4v2   | sonic       | enc_failed  |
| mp4         | msmpeg4v2   | sonicls     | enc_failed  |
| mp4         | msmpeg4v2   | vorbis      | enc_failed  |
| mp4         | msmpeg4v2   | wmav1       | enc_failed  |
| mp4         | msmpeg4v2   | wmav2       | enc_failed  |
| mp4         | roqvideo    | aac         | enc_failed  |
| mp4         | roqvideo    | ac3         | enc_failed  |
| mp4         | roqvideo    | flac        | enc_failed  |
| mp4         | roqvideo    | g726        | enc_failed  |
| mp4         | roqvideo    | libamr_nb   | enc_failed  |
| mp4         | roqvideo    | libamr_wb   | enc_failed  |
| mp4         | roqvideo    | mp2         | enc_failed  |
| mp4         | roqvideo    | mp3         | enc_failed  |
| mp4         | roqvideo    | roq_dpcm    | enc_failed  |
| mp4         | roqvideo    | sonic       | enc_failed  |
| mp4         | roqvideo    | sonicls     | enc_failed  |
